date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:19:31	96645/96645	---M--	200	added ('OK')	image/png	date:Thu,%2002%20Mar%202023%2022:31:38%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-coursera-free-courses.png?auto=format&h=420&ixlib=php-3.3.1&s=9044610de77ddba19697f770dd2531c7	C:/My%20Web%20Sites/clone/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-coursera-free-courses08e8.png	(from https://www.classcentral.com/)
18:19:32	412036/412036	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20Mar%202023%2014:20:38%20GMT	https://www.classcentral.com/report/free-certificates/	C:/My%20Web%20Sites/clone/www.classcentral.com/report/free-certificates/index.html	(from https://www.classcentral.com/)
18:19:32	93874/93874	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Mar%202023%2012:23:37%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-free-certificates.png?auto=format&h=420&ixlib=php-3.3.1&s=bc50a602c38dbf30802649312c6a4474	C:/My%20Web%20Sites/clone/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-free-certificatesbc95.png	(from https://www.classcentral.com/)
18:19:32	6773/6773	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Mar%202023%2009:32:55%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-google-certs.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=0d0859ee6dce9cd586fcc06d2e5d34ec	C:/My%20Web%20Sites/clone/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-google-certsa0be.png	(from https://www.classcentral.com/)
18:19:33	29596/29596	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Mar%202023%2012:23:38%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-google-certs.png?auto=format&h=420&ixlib=php-3.3.1&s=ac4c48d612e7961d7335e87451e52ac4	C:/My%20Web%20Sites/clone/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-google-certsc6f1.png	(from https://www.classcentral.com/)
18:19:33	188184/188184	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20Mar%202023%2014:21:18%20GMT	https://www.classcentral.com/report/free-google-certifications/	C:/My%20Web%20Sites/clone/www.classcentral.com/report/free-google-certifications/index.html	(from https://www.classcentral.com/)
18:19:34	378/378	---MC-	302	error ('Found')	text/html	date:Fri,%2003%20Mar%202023%2012:49:36%20GMT	https://www.classcentral.com/new-online-courses	C:/My%20Web%20Sites/clone/www.classcentral.com/new-online-courses	(from https://www.classcentral.com/)
18:19:35	836835/836835	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Mar%202023%2012:49:36%20GMT	https://www.classcentral.com/starting-this-month	C:/My%20Web%20Sites/clone/www.classcentral.com/starting-this-month.html	(from https://www.classcentral.com/)
18:19:36	486/486	---MC-	302	error ('Found')	text/html	date:Fri,%2003%20Mar%202023%2012:49:38%20GMT	https://www.classcentral.com/most-popular-courses	C:/My%20Web%20Sites/clone/www.classcentral.com/most-popular-courses	(from https://www.classcentral.com/)
18:19:36	768382/768382	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Mar%202023%2012:49:37%20GMT	https://www.classcentral.com/new-online-courses/february-2023	C:/My%20Web%20Sites/clone/www.classcentral.com/new-online-courses/february-2023.html	(from https://www.classcentral.com/)
18:19:36	140902/140902	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20Mar%202023%2014:21:25%20GMT	https://www.classcentral.com/report/most-popular-march-2023/	C:/My%20Web%20Sites/clone/www.classcentral.com/report/most-popular-march-2023/index.html	(from https://www.classcentral.com/)
18:19:39	841884/841884	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Mar%202023%2012:49:40%20GMT	https://www.classcentral.com/subject/ai	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/ai.html	(from https://www.classcentral.com/)
18:19:40	826870/826870	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Mar%202023%2012:49:41%20GMT	https://www.classcentral.com/subject/algorithms-and-data-structures	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/algorithms-and-data-structures.html	(from https://www.classcentral.com/)
18:19:41	773381/773381	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Mar%202023%2012:49:42%20GMT	https://www.classcentral.com/subject/internet-of-things	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/internet-of-things.html	(from https://www.classcentral.com/)
18:19:41	7675/7675	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2012:49:43%20GMT	https://www.classcentral.com/subject/computer-networking	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/computer-networking	(from https://www.classcentral.com/)
18:19:41	7662/7662	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2012:49:43%20GMT	https://www.classcentral.com/subject/machine-learning	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/machine-learning	(from https://www.classcentral.com/)
18:19:42	789690/789690	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Mar%202023%2012:49:43%20GMT	https://www.classcentral.com/subject/information-technology	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/information-technology.html	(from https://www.classcentral.com/)
18:19:42	7791/7791	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2012:49:44%20GMT	https://www.classcentral.com/subject/devops	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/devops.59.delayed	(from https://www.classcentral.com/)
18:19:42	7670/7670	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2012:49:45%20GMT	https://www.classcentral.com/subject/deep-learning	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/deep-learning	(from https://www.classcentral.com/)
18:19:43	7859/7859	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2012:49:45%20GMT	https://www.classcentral.com/subject/cryptography	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/cryptography.5b.delayed	(from https://www.classcentral.com/)
18:19:43	7900/7900	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2012:49:45%20GMT	https://www.classcentral.com/subject/quantum-computing	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/quantum-computing.5c.delayed	(from https://www.classcentral.com/)
18:19:44	7799/7799	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2012:49:46%20GMT	https://www.classcentral.com/subject/hci	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/hci.5d.delayed	(from https://www.classcentral.com/)
18:19:44	7910/7910	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2012:49:46%20GMT	https://www.classcentral.com/subject/distributed-systems	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/distributed-systems.5e.delayed	(from https://www.classcentral.com/)
18:19:45	7828/7828	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2012:49:47%20GMT	https://www.classcentral.com/subject/blockchain	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/blockchain.5f.delayed	(from https://www.classcentral.com/)
18:19:45	7878/7878	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2012:49:47%20GMT	https://www.classcentral.com/subject/operating-systems	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/operating-systems.60.delayed	(from https://www.classcentral.com/)
18:19:45	7857/7857	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2012:49:48%20GMT	https://www.classcentral.com/subject/computer-graphics	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/computer-graphics.61.delayed	(from https://www.classcentral.com/)
18:19:46	7901/7901	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2012:49:48%20GMT	https://www.classcentral.com/subject/nutrition-and-wellness	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/nutrition-and-wellness.62.delayed	(from https://www.classcentral.com/)
18:19:46	7920/7920	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2012:49:49%20GMT	https://www.classcentral.com/subject/disease-and-disorders	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/disease-and-disorders.63.delayed	(from https://www.classcentral.com/)
18:19:47	7841/7841	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2012:49:49%20GMT	https://www.classcentral.com/subject/public-health	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/public-health.64.delayed	(from https://www.classcentral.com/)
18:19:47	7852/7852	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2012:49:49%20GMT	https://www.classcentral.com/subject/health-care	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/health-care.65.delayed	(from https://www.classcentral.com/)
18:19:49	7794/7794	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2012:49:51%20GMT	https://www.classcentral.com/subject/anatomy	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/anatomy.67.delayed	(from https://www.classcentral.com/)
18:19:50	762435/762435	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Mar%202023%2012:49:51%20GMT	https://www.classcentral.com/subject/nursing	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/nursing.html	(from https://www.classcentral.com/)
18:19:50	7885/7885	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2012:49:51%20GMT	https://www.classcentral.com/subject/veterinary-science	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/veterinary-science.68.delayed	(from https://www.classcentral.com/)
18:19:50	7586/7586	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2012:49:52%20GMT	https://www.classcentral.com/subject/cme	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/cme	(from https://www.classcentral.com/)
18:19:50	7849/7849	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2012:49:53%20GMT	https://www.classcentral.com/subject/statistics	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/statistics.6a.delayed	(from https://www.classcentral.com/)
18:19:52	7839/7839	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2012:49:55%20GMT	https://www.classcentral.com/subject/calculus	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/calculus.6c.delayed	(from https://www.classcentral.com/)
18:19:53	753865/753865	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Mar%202023%2012:49:54%20GMT	https://www.classcentral.com/subject/foundations-of-mathematics	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/foundations-of-mathematics.html	(from https://www.classcentral.com/)
18:19:53	7891/7891	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2012:49:55%20GMT	https://www.classcentral.com/subject/discrete-mathematics	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/discrete-mathematics.6d.delayed	(from https://www.classcentral.com/)
18:19:53	7646/7646	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2012:49:56%20GMT	https://www.classcentral.com/subject/trigonometry	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/trigonometry	(from https://www.classcentral.com/)
18:19:54	7839/7839	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2012:49:56%20GMT	https://www.classcentral.com/subject/geometry	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/geometry.6f.delayed	(from https://www.classcentral.com/)
18:19:56	7831/7831	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2012:49:58%20GMT	https://www.classcentral.com/subject/precalculus	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/precalculus.71.delayed	(from https://www.classcentral.com/)
18:19:57	762941/762941	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Mar%202023%2012:49:58%20GMT	https://www.classcentral.com/subject/algebra	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/algebra.html	(from https://www.classcentral.com/)
18:19:57	7841/7841	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2012:49:58%20GMT	https://www.classcentral.com/subject/number-theory	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/number-theory.72.delayed	(from https://www.classcentral.com/)
18:19:57	7649/7649	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2012:49:59%20GMT	https://www.classcentral.com/subject/combinatorics	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/combinatorics	(from https://www.classcentral.com/)
18:19:57	7883/7883	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2012:49:59%20GMT	https://www.classcentral.com/subject/mathematical-logic	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/mathematical-logic.74.delayed	(from https://www.classcentral.com/)
18:19:59	7936/7936	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2012:50:01%20GMT	https://www.classcentral.com/subject/management-and-leadership	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/management-and-leadership.76.delayed	(from https://www.classcentral.com/)
18:20:00	649101/649101	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Mar%202023%2012:50:01%20GMT	https://www.classcentral.com/subject/linear-programming	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/linear-programming.html	(from https://www.classcentral.com/)
18:20:00	7815/7815	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2012:50:01%20GMT	https://www.classcentral.com/subject/finance	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/finance.77.delayed	(from https://www.classcentral.com/)
18:20:00	7683/7683	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2012:50:02%20GMT	https://www.classcentral.com/subject/entrepreneurship	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/entrepreneurship	(from https://www.classcentral.com/)
18:20:00	7825/7825	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2012:50:02%20GMT	https://www.classcentral.com/subject/marketing	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/marketing.79.delayed	(from https://www.classcentral.com/)
18:20:01	7913/7913	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2012:50:03%20GMT	https://www.classcentral.com/subject/strategic-management	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/strategic-management.7a.delayed	(from https://www.classcentral.com/)
18:20:02	7920/7920	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2012:50:05%20GMT	https://www.classcentral.com/subject/business-intelligence	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/business-intelligence.7c.delayed	(from https://www.classcentral.com/)
18:20:03	767456/767456	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Mar%202023%2012:50:04%20GMT	https://www.classcentral.com/subject/industry-specific	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/industry-specific.html	(from https://www.classcentral.com/)
18:20:03	7828/7828	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2012:50:05%20GMT	https://www.classcentral.com/subject/accounting	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/accounting.7d.delayed	(from https://www.classcentral.com/)
18:20:03	7659/7659	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2012:50:06%20GMT	https://www.classcentral.com/subject/human-resources	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/human-resources	(from https://www.classcentral.com/)
18:20:04	7885/7885	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2012:50:06%20GMT	https://www.classcentral.com/subject/project-management	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/project-management.7f.delayed	(from https://www.classcentral.com/)
18:20:06	7851/7851	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2012:50:08%20GMT	https://www.classcentral.com/subject/design-thinking	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/design-thinking.81.delayed	(from https://www.classcentral.com/)
18:20:06	763100/763100	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Mar%202023%2012:50:07%20GMT	https://www.classcentral.com/subject/sales	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/sales.html	(from https://www.classcentral.com/)
18:20:07	7878/7878	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2012:50:09%20GMT	https://www.classcentral.com/subject/business-software	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/business-software.82.delayed	(from https://www.classcentral.com/)
18:20:07	7659/7659	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2012:50:09%20GMT	https://www.classcentral.com/subject/risk-management	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/risk-management	(from https://www.classcentral.com/)
18:20:07	7799/7799	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2012:50:09%20GMT	https://www.classcentral.com/subject/csr	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/csr.84.delayed	(from https://www.classcentral.com/)
18:20:09	7845/7845	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2012:50:11%20GMT	https://www.classcentral.com/subject/nonprofit	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/nonprofit.86.delayed	(from https://www.classcentral.com/)
18:20:10	738730/738730	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Mar%202023%2012:50:11%20GMT	https://www.classcentral.com/subject/customer-service	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/customer-service.html	(from https://www.classcentral.com/)
18:20:10	7807/7807	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2012:50:11%20GMT	https://www.classcentral.com/subject/innovation	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/innovation.87.delayed	(from https://www.classcentral.com/)
18:20:10	7685/7685	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2012:50:12%20GMT	https://www.classcentral.com/subject/operations-management	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/operations-management	(from https://www.classcentral.com/)
18:20:10	7815/7815	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2012:50:12%20GMT	https://www.classcentral.com/subject/history	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/history.89.delayed	(from https://www.classcentral.com/)
18:20:11	7849/7849	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2012:50:13%20GMT	https://www.classcentral.com/subject/literature	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/literature.8a.delayed	(from https://www.classcentral.com/)
18:20:13	7872/7872	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2012:50:15%20GMT	https://www.classcentral.com/subject/grammar-writing	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/grammar-writing.8c.delayed	(from https://www.classcentral.com/)
18:20:13	816034/816034	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Mar%202023%2012:50:14%20GMT	https://www.classcentral.com/subject/language-learning	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/language-learning.html	(from https://www.classcentral.com/)
18:20:13	7828/7828	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2012:50:16%20GMT	https://www.classcentral.com/subject/philosophy	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/philosophy.8d.delayed	(from https://www.classcentral.com/)
18:20:14	7605/7605	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2012:50:16%20GMT	https://www.classcentral.com/subject/religion	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/religion	(from https://www.classcentral.com/)
18:20:16	7794/7794	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2012:50:18%20GMT	https://www.classcentral.com/subject/culture	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/culture.90.delayed	(from https://www.classcentral.com/)
18:20:16	788916/788916	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Mar%202023%2012:50:18%20GMT	https://www.classcentral.com/subject/esl	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/esl.html	(from https://www.classcentral.com/)
18:20:17	7791/7791	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2012:50:19%20GMT	https://www.classcentral.com/subject/sports	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/sports.91.delayed	(from https://www.classcentral.com/)
18:20:17	7615/7615	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2012:50:19%20GMT	https://www.classcentral.com/subject/journalism	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/journalism	(from https://www.classcentral.com/)
18:20:17	7812/7812	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2012:50:19%20GMT	https://www.classcentral.com/subject/ethics	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/ethics.93.delayed	(from https://www.classcentral.com/)
18:20:19	7781/7781	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2012:50:21%20GMT	https://www.classcentral.com/subject/food	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/food.95.delayed	(from https://www.classcentral.com/)
18:20:20	758016/758016	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Mar%202023%2012:50:21%20GMT	https://www.classcentral.com/subject/linguistics	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/linguistics.html	(from https://www.classcentral.com/)
18:20:20	7851/7851	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2012:50:22%20GMT	https://www.classcentral.com/subject/library-science	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/library-science.96.delayed	(from https://www.classcentral.com/)
18:20:20	7623/7623	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2012:50:22%20GMT	https://www.classcentral.com/subject/reading	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/reading	(from https://www.classcentral.com/)
18:20:20	7857/7857	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2012:50:22%20GMT	https://www.classcentral.com/subject/crisis-management	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/crisis-management.98.delayed	(from https://www.classcentral.com/)
18:20:22	7901/7901	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2012:50:24%20GMT	https://www.classcentral.com/subject/mechanical-engineering	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/mechanical-engineering.9a.delayed	(from https://www.classcentral.com/)
18:20:23	783710/783710	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Mar%202023%2012:50:24%20GMT	https://www.classcentral.com/subject/electrical-engineering	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/electrical-engineering.html	(from https://www.classcentral.com/)
18:20:23	7878/7878	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2012:50:25%20GMT	https://www.classcentral.com/subject/civil-engineering	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/civil-engineering.9b.delayed	(from https://www.classcentral.com/)
18:20:23	7626/7626	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2012:50:25%20GMT	https://www.classcentral.com/subject/robotics	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/robotics	(from https://www.classcentral.com/)
18:20:24	7865/7865	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2012:50:26%20GMT	https://www.classcentral.com/subject/nanotechnology	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/nanotechnology.9d.delayed	(from https://www.classcentral.com/)
18:20:25	7818/7818	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2012:50:27%20GMT	https://www.classcentral.com/subject/textiles	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/textiles.9f.delayed	(from https://www.classcentral.com/)
18:20:26	752878/752878	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Mar%202023%2012:50:27%20GMT	https://www.classcentral.com/subject/gis	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/gis.html	(from https://www.classcentral.com/)
18:20:26	7862/7862	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2012:50:28%20GMT	https://www.classcentral.com/subject/manufacturing	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/manufacturing.a0.delayed	(from https://www.classcentral.com/)
18:20:26	7586/7586	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2012:50:28%20GMT	https://www.classcentral.com/subject/bim	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/bim	(from https://www.classcentral.com/)
18:20:27	7799/7799	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2012:50:29%20GMT	https://www.classcentral.com/subject/cad	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/cad.a2.delayed	(from https://www.classcentral.com/)
18:20:27	7870/7870	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2012:50:29%20GMT	https://www.classcentral.com/subject/chemical-engineering	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/chemical-engineering.a3.delayed	(from https://www.classcentral.com/)
18:20:29	7898/7898	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2012:50:31%20GMT	https://www.classcentral.com/subject/aerospace-engineering	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/aerospace-engineering.a5.delayed	(from https://www.classcentral.com/)
18:20:30	760308/760308	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Mar%202023%2012:50:31%20GMT	https://www.classcentral.com/subject/energy-systems	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/energy-systems.html	(from https://www.classcentral.com/)
18:20:30	7825/7825	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2012:50:32%20GMT	https://www.classcentral.com/subject/chemistry	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/chemistry.a6.delayed	(from https://www.classcentral.com/)
18:20:30	7602/7602	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2012:50:32%20GMT	https://www.classcentral.com/subject/physics	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/physics	(from https://www.classcentral.com/)
